mx_message_id,path,parent_path,xml_tag,type,min_occurs,max_occurs,is_attribute,choice_group
camt.054.001.08,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/DbtrAgt/FinInstnId/PstlAdr/AdrLine,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/DbtrAgt/FinInstnId/PstlAdr,AdrLine,Max70Text,0,unbounded,False,
camt.054.001.08,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId/BICFI,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId,BICFI,BICFIDec2014Identifier,0,unbounded,False,
camt.054.001.08,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId/ClrSysMmbId/MmbId,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId/ClrSysMmbId,MmbId,Max35Text,0,unbounded,False,
camt.054.001.08,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId/Nm,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId,Nm,Max140Text,0,unbounded,False,
camt.054.001.08,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId/PstlAdr/AdrLine,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdAgts/IntrmyAgt1/FinInstnId/PstlAdr,AdrLine,Max70Text,0,unbounded,False,
camt.054.001.08,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/AddtlTxInf,Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls,AddtlTxInf,Max500Text,0,unbounded,False,
camt.060.001.05,Document/AcctRptgReq/RptgReq/Id,Document/AcctRptgReq/RptgReq,Id,Max35Text,0,unbounded,False,
camt.060.001.05,Document/AcctRptgReq/RptgReq/ReqdMsgNmId,Document/AcctRptgReq/RptgReq,ReqdMsgNmId,Max35Text,1,unbounded,False,
camt.060.001.05,Document/AcctRptgReq/RptgReq/Acct/Id/IBAN,Document/AcctRptgReq/RptgReq/Acct/Id,IBAN,IBAN2007Identifier,0,unbounded,False,choice-10
camt.060.001.05,Document/AcctRptgReq/RptgReq/Acct/Id/Othr/Id,Document/AcctRptgReq/RptgReq/Acct/Id/Othr,Id,Max34Text,0,unbounded,False,
camt.060.001.05,Document/AcctRptgReq/RptgReq/ReqdTxTp/FlrLmt/Amt,Document/AcctRptgReq/RptgReq/ReqdTxTp/FlrLmt,Amt,ActiveOrHistoricCurrencyAndAmount,0,unbounded,False,
camt.060.001.05,Document/AcctRptgReq/RptgReq/ReqdTxTp/FlrLmt/Amt/@Ccy,Document/AcctRptgReq/RptgReq/ReqdTxTp/FlrLmt/Amt,@Ccy,ActiveOrHistoricCurrencyCode,1,1,True,
camt.060.001.05,Document/AcctRptgReq/RptgReq/ReqdTxTp/FlrLmt/CdtDbtInd,Document/AcctRptgReq/RptgReq/ReqdTxTp/FlrLmt,CdtDbtInd,FloorLimitType1Code,0,unbounded,False,
